ticks,who,name,pop.0,susceptible,cum.cases,cum.infected,cum.recovered,new.cases,new.infected,new.recovered,new.tests,alert.level
15,11,MidCentral,178240,178233,5,8,0,0,1,0,167,4
15,15,Nelson.Marlborough,150280,150273,5,7,0,1,2,0,160,4
15,1,Waitemata,622350,622248,78,123,0,7,13,0,641,4
15,5,Lakes,110040,110034,7,9,0,0,1,0,115,4
15,7,Tairawhiti,48965,48964,1,1,0,0,0,0,56,4
15,19,Southern,328230,328214,8,16,0,3,4,0,318,4
15,14,Wairarapa,44845,44845,0,0,0,0,0,0,51,4
15,3,Counties.Manukau,557790,557707,63,98,0,9,14,0,578,4
15,0,Northland,178500,178497,1,4,0,0,0,0,193,4
15,8,Taranaki,119640,119631,5,9,1,0,1,0,108,4
15,9,Hawkes.Bay,165360,165353,4,7,0,1,1,0,152,4
15,18,South.Canterbury,60025,60021,2,5,0,0,0,0,58,4
15,10,Whanganui,64565,64565,0,0,0,0,0,0,63,4
15,16,West.Coast,32445,32445,0,0,0,0,0,0,26,4
15,6,Bay.of.Plenty,236820,236742,70,90,0,12,16,0,249,4
15,17,Canterbury,562870,562825,34,54,0,2,5,0,513,4
15,12,Hutt.Valley,149270,149182,63,99,0,11,17,0,141,4
15,13,Capital.and.Coast,316620,316550,58,87,0,8,12,0,314,4
15,2,Auckland,538840,538723,88,131,0,16,21,0,577,4
15,4,Waikato,417130,417098,25,39,0,4,4,0,426,4
16,6,Bay.of.Plenty,236820,236726,78,106,1,8,16,1,230,4
16,7,Tairawhiti,48965,48964,1,1,0,0,0,0,61,4
16,13,Capital.and.Coast,316620,316539,65,98,0,7,11,0,326,4
16,10,Whanganui,64565,64565,0,0,0,0,0,0,54,4
16,16,West.Coast,32445,32445,0,0,0,0,0,0,31,4
16,8,Taranaki,119640,119628,5,12,1,0,3,0,120,4
16,11,MidCentral,178240,178232,6,9,0,1,1,0,184,4
16,18,South.Canterbury,60025,60021,2,5,0,0,0,0,63,4
16,17,Canterbury,562870,562819,39,60,0,5,6,0,564,4
16,15,Nelson.Marlborough,150280,150272,6,8,0,1,1,0,183,4
16,0,Northland,178500,178497,1,4,0,0,0,0,187,4
16,4,Waikato,417130,417094,28,43,0,3,4,0,414,4
16,14,Wairarapa,44845,44845,0,0,0,0,0,0,48,4
16,2,Auckland,538840,538705,97,149,0,9,18,0,559,4
16,19,Southern,328230,328209,10,21,0,2,5,0,319,4
16,3,Counties.Manukau,557790,557694,68,111,0,5,13,0,595,4
16,1,Waitemata,622350,622232,90,139,0,12,16,0,659,4
16,9,Hawkes.Bay,165360,165352,5,8,0,1,1,0,167,4
16,12,Hutt.Valley,149270,149164,74,117,0,11,18,0,159,4
16,5,Lakes,110040,110031,8,12,0,1,3,0,96,4
17,9,Hawkes.Bay,165360,165350,7,10,0,2,2,0,180,4
17,2,Auckland,538840,538677,117,177,0,20,28,0,588,4
17,14,Wairarapa,44845,44845,0,0,0,0,0,0,48,4
17,15,Nelson.Marlborough,150280,150271,6,9,0,0,1,0,158,4
17,7,Tairawhiti,48965,48964,1,1,0,0,0,0,44,4
17,17,Canterbury,562870,562815,41,64,0,2,4,0,614,4
17,11,MidCentral,178240,178230,8,11,0,2,2,0,184,4
17,18,South.Canterbury,60025,60020,3,6,0,1,1,0,63,4
17,13,Capital.and.Coast,316620,316524,76,113,0,11,15,0,323,4
17,0,Northland,178500,178497,1,4,0,0,0,0,188,4
17,6,Bay.of.Plenty,236820,236708,90,124,1,12,18,0,229,4
17,10,Whanganui,64565,64565,0,0,0,0,0,0,59,4
17,19,Southern,328230,328206,10,24,0,0,3,0,319,4
17,16,West.Coast,32445,32445,0,0,0,0,0,0,36,4
17,1,Waitemata,622350,622212,100,159,0,10,20,0,654,4
17,12,Hutt.Valley,149270,149142,90,139,0,16,22,0,180,4
17,5,Lakes,110040,110030,8,13,0,0,1,0,116,4
17,3,Counties.Manukau,557790,557682,77,123,1,9,12,1,560,4
17,4,Waikato,417130,417087,33,50,0,5,7,0,421,4
17,8,Taranaki,119640,119627,6,13,1,1,1,0,130,4
18,19,Southern,328230,328204,11,26,0,1,2,0,323,4
18,15,Nelson.Marlborough,150280,150269,7,11,0,1,2,0,161,4
18,5,Lakes,110040,110029,9,14,0,1,1,0,125,4
